Institution Name_x,State Abbreviation,MSI Status,MSI Type,Average Work Study Award,Student Family Earnings Ceiling,Affordability Gap (net price minus income earned working 10 hrs at min wage),100% TTD Affordability Gap,Student Parent Affordability Gap: Center-Based Care,100% TTD Student Parent Affordability Gap: Center-Based Care,State,Latitude,Longitude,Admissions Website,Percent of Undergraduates Age 25 to 64,Percent of American Indian or Alaska Native Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Average Cost of Attendance In-State,Average Cost of Attendance Out-of-State,"Average Net Price for Low-Income Students, 2020-21",Median Debt for Dependent Students,Median Debt for Independent Students,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Students Working and Not Enrolled 10 Years After Entry
University of West Alabama,AL,0.0,PBI,1936.0,75000.0,10855.0,43420.0,24093.57,96374.28,Alabama,32.59,-88.19,www.uwa.edu/Admissions/,37.0,1.0,0.0,39.0,2.0,0.0,45.0,69.0,31.0,0.06,0.0,0.168571,0.042857,0.037143,0.145714,20642.33333,29742.33333,14938.0,15750.0,9500.0,36643.0,33061.0,47921.5
Bluffton University,OH,1.0,Not MSI,1894.0,75000.0,14388.0,57552.0,28868.66,115474.64,Ohio,40.9,-83.9,www.bluffton.edu/admission,5.0,0.0,1.0,14.0,3.0,0.0,73.0,45.0,55.0,0.041667,0.0,0.118056,0.006944,0.069444,0.256944,46540.66667,46540.66667,22071.0,21349.0,24000.0,43897.0,52686.0,47921.5
Baldwin Wallace University,OH,1.0,Not MSI,1894.0,75000.0,19910.0,79640.0,34390.66,137562.64,Ohio,41.37,-81.85,https://www.bw.edu/admission/,6.0,0.0,2.0,8.0,7.0,0.0,77.0,56.0,44.0,0.064972,0.0,0.103107,0.028249,0.131356,0.193503,52162.0,52162.0,19965.0,24500.0,25000.0,49670.0,49423.0,47921.5
Huntingdon College,AL,1.0,Not MSI,1936.0,75000.0,20324.0,81296.0,33562.57,134250.28,Alabama,32.35,-86.28,www.huntingdon.edu/admission-aid/,4.0,0.0,1.0,20.0,6.0,0.0,66.0,45.0,55.0,0.139344,0.0,0.032787,0.020492,0.012295,0.352459,36908.0,36908.0,19670.0,15208.0,23002.0,44281.0,48806.0,47921.5
Auburn University at Montgomery,AL,0.0,PBI,1936.0,75000.0,13064.0,52256.0,26302.57,105210.28,Alabama,32.37,-86.18,www.aum.edu/admissions,20.0,0.0,3.0,44.0,1.0,0.0,42.0,67.0,33.0,0.094708,0.0,0.064067,0.027855,0.229805,0.149025,19778.0,29738.0,12565.0,11000.0,13750.0,41813.0,41548.0,47921.5
Alabama A & M University,AL,0.0,HBCU,1936.0,75000.0,12846.0,51384.0,26084.57,104338.28,Alabama,34.78,-86.57,https://www.aamu.edu/admissions-aid/index.html,6.0,0.0,0.0,90.0,1.0,0.0,2.0,59.0,41.0,0.169039,0.023132,0.039146,0.024911,0.0,0.163701,21177.33333,29787.33333,12177.0,15000.0,19859.0,35424.0,40299.0,47921.5
Cedarville University,OH,1.0,Not MSI,1894.0,75000.0,16516.0,66064.0,30996.66,123986.64,Ohio,39.75,-83.81,https://www.cedarville.edu/Admissions,1.0,0.0,3.0,2.0,0.0,0.0,89.0,55.0,45.0,0.101215,0.00135,0.103914,0.014845,0.230769,0.129555,42677.33333,42677.33333,17544.0,17500.0,21000.0,49776.0,42114.0,47921.5
Capital University,OH,1.0,Not MSI,1894.0,75000.0,18640.0,74560.0,33120.66,132482.64,Ohio,39.95,-82.94,https://www.capital.edu/Admission/,7.0,0.0,3.0,10.0,5.0,0.0,72.0,61.0,39.0,0.066163,0.0,0.126654,0.056711,0.240076,0.122873,53400.33333,53400.33333,20739.0,20165.0,25000.0,49194.0,48985.0,47921.5
Bowling Green State University-Main Campus,OH,1.0,Not MSI,1894.0,75000.0,16691.0,66764.0,31171.66,124686.64,Ohio,41.38,-83.64,choose.bgsu.edu/,7.0,0.0,1.0,7.0,4.0,0.0,79.0,56.0,44.0,0.047126,0.020053,0.158757,0.024064,0.088904,0.129679,24667.0,32655.0,10684.0,17750.0,15456.0,46585.0,38665.0,47921.5
Oakwood University,AL,0.0,HBCU,1936.0,75000.0,18560.0,74240.0,31798.57,127194.28,Alabama,34.76,-86.65,https://my.oakwood.edu/ICS/Admissions/,13.0,0.0,0.0,80.0,8.0,0.0,0.0,57.0,43.0,0.180077,0.141762,0.007663,0.030651,0.153257,0.176245,36718.0,36718.0,20804.0,19500.0,18220.0,38905.0,32151.0,47921.5
Tuskegee University,AL,0.0,HBCU,1936.0,75000.0,30385.0,121540.0,43623.57,174494.28,Alabama,32.43,-85.71,https://www.tuskegee.edu/admissions,4.0,0.0,1.0,91.0,0.0,0.0,1.0,63.0,37.0,0.196226,0.0,0.001887,0.028302,0.103774,0.118868,37780.0,37780.0,35020.0,19500.0,15875.0,45189.0,40292.0,47921.5
Talladega College,AL,0.0,HBCU,1936.0,75000.0,10285.0,41140.0,23523.57,94094.28,Alabama,33.43,-86.11,https://www.talladega.edu/apply-for-admissions/,12.0,0.0,0.0,84.0,5.0,0.0,3.0,51.0,49.0,0.090909,0.0,0.006993,0.041958,0.0,0.27972,22830.66667,22830.66667,13099.0,12020.0,15250.0,28252.0,28884.0,47921.5
Samford University,AL,1.0,Not MSI,1936.0,75000.0,24370.0,97480.0,37608.57,150434.28,Alabama,33.46,-86.79,www.samford.edu/admission,2.0,0.0,1.0,6.0,4.0,0.0,85.0,67.0,33.0,0.022752,0.005417,0.055255,0.028169,0.375948,0.184182,49104.66667,49104.66667,22382.0,15563.0,18865.0,53524.0,47154.0,47921.5
Ohio Christian University,OH,1.0,Not MSI,1894.0,75000.0,17195.0,68780.0,31675.66,126702.64,Ohio,39.61,-82.9,www.ohiochristian.edu/campus-degrees/admissions,41.0,0.0,1.0,17.0,3.0,0.0,43.0,61.0,39.0,0.0,0.076453,0.06422,0.012232,0.067278,0.250765,31137.33333,31137.33333,21214.0,13000.0,19988.0,39291.0,39007.0,47921.5
Valley City State University,ND,1.0,Not MSI,1620.0,75000.0,7358.0,29432.0,21460.86,85843.44,North Dakota,46.92,-98.0,www.vcsu.edu/admissions/,18.0,1.0,1.0,3.0,5.0,1.0,83.0,58.0,42.0,0.014599,0.029197,0.554745,0.00365,0.069343,0.083942,17709.66667,22483.66667,11754.0,12000.0,11000.0,46317.0,41250.0,47921.5
Trinity Bible College and Graduate School,ND,1.0,Not MSI,1620.0,75000.0,17829.0,71316.0,31931.86,127727.44,North Dakota,46.0,-98.52,trinitybiblecollege.edu/about/admissions/,22.0,1.0,2.0,9.0,4.0,0.0,80.0,51.0,49.0,0.0,0.033333,0.2,0.0,0.0,0.166667,27514.66667,27514.66667,19977.0,12266.0,16500.0,35239.0,32918.0,47921.5
Cleveland State University,OH,1.0,Not MSI,1894.0,75000.0,13072.0,52288.0,27552.66,110210.64,Ohio,41.5,-81.67,www.csuohio.edu/admissions/,19.0,0.0,4.0,16.0,8.0,0.0,63.0,56.0,44.0,0.106162,0.00297,0.042687,0.086488,0.211952,0.171121,24923.0,29886.0,13349.0,14500.0,19271.0,44689.0,48555.0,47921.5
University of Alaska Southeast,AK,0.0,ANNHI,3677.0,75000.0,6914.0,27656.0,26342.3,105369.2,Alaska,58.38,-134.64,www.uas.alaska.edu/apply/,50.0,14.0,3.0,1.0,7.0,2.0,55.0,65.0,35.0,0.111111,0.013889,0.173611,0.145833,0.0,0.291667,18544.0,32680.0,6157.0,7500.0,12467.0,40460.0,41243.0,27937.0
University of Alaska Anchorage,AK,1.0,Not MSI,3677.0,75000.0,8373.0,33492.0,27801.3,111205.2,Alaska,61.19,-149.83,www.uaa.alaska.edu/admissions/,43.0,5.0,7.0,3.0,8.0,3.0,49.0,61.0,39.0,0.069923,0.0,0.0,0.045019,0.244253,0.185824,26719.33333,43325.33333,9450.0,9000.0,14207.0,47371.0,48868.0,47921.5
University of Alaska Fairbanks,AK,0.0,ANNHI,3677.0,75000.0,4549.0,18196.0,23977.3,95909.2,Alaska,64.86,-147.82,www.uaf.edu/admissions/,44.0,14.0,2.0,3.0,7.0,1.0,52.0,62.0,38.0,0.128521,0.0,0.056338,0.026408,0.0,0.123239,20494.66667,34630.66667,7394.0,8940.0,12500.0,44639.0,42443.0,47921.5
Columbus College of Art and Design,OH,1.0,Not MSI,1894.0,75000.0,27382.0,109528.0,41862.66,167450.64,Ohio,39.97,-82.99,www.ccad.edu/admissions/apply-ccad,8.0,0.0,6.0,8.0,8.0,0.0,67.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50554.0,50554.0,15154.0,21125.0,20000.0,38405.0,45712.0,47921.5
Spring Hill College,AL,1.0,Not MSI,1936.0,75000.0,12478.0,49912.0,25716.57,102866.28,Alabama,30.69,-88.14,https://www.shc.edu/admissions-aid/admissions/,5.0,1.0,2.0,14.0,8.0,0.0,63.0,59.0,41.0,0.096234,0.020921,0.09205,0.07113,0.200837,0.23431,34847.33333,34847.33333,14620.0,19500.0,18750.0,49139.0,34981.0,47921.5
North Dakota State University-Main Campus,ND,1.0,Not MSI,1620.0,75000.0,9766.0,39064.0,23868.86,95475.44,North Dakota,46.89,-96.8,https://www.ndsu.edu/admission/,6.0,1.0,2.0,3.0,3.0,0.0,86.0,50.0,50.0,0.160196,0.0,0.02738,0.020433,0.13772,0.158562,21312.33333,25787.33333,13056.0,16648.0,18750.0,56448.0,53548.0,47921.5
University of Dayton,OH,1.0,Not MSI,1894.0,75000.0,23215.0,92860.0,37695.66,150782.64,Ohio,39.74,-84.18,https://udayton.edu/apply/,1.0,0.0,2.0,5.0,7.0,0.0,79.0,48.0,52.0,0.163234,0.004119,0.085479,0.031926,0.088568,0.298146,57553.33333,57553.33333,18843.0,20500.0,19530.0,66436.0,59411.0,47921.5
Defiance College,OH,1.0,Not MSI,1894.0,75000.0,20761.0,83044.0,35241.66,140966.64,Ohio,41.3,-84.36,www.defiance.edu/admissions/,6.0,1.0,0.0,23.0,7.0,0.0,66.0,40.0,60.0,0.036585,0.012195,0.146341,0.0,0.134146,0.182927,46621.33333,46621.33333,24604.0,13500.0,16668.0,44587.0,38993.0,47921.5
Stillman College,AL,0.0,HBCU,1936.0,75000.0,7589.0,30356.0,20827.57,83310.28,Alabama,33.2,-87.59,https://stillman.edu/admissions/,23.0,1.0,0.0,93.0,1.0,0.0,6.0,56.0,44.0,0.155738,0.057377,0.163934,0.0,0.0,0.254098,24700.66667,24700.66667,15225.0,15563.0,14750.0,32072.0,34362.0,47921.5
University of South Alabama,AL,1.0,Not MSI,1936.0,75000.0,11831.0,47324.0,25069.57,100278.28,Alabama,30.7,-88.18,www.southalabama.edu/departments/admissions/,13.0,1.0,4.0,23.0,5.0,0.0,60.0,61.0,39.0,0.097748,0.0,0.105937,0.03173,0.296315,0.105425,20541.33333,28797.33333,11305.0,16000.0,19727.0,42596.0,44554.0,47921.5
The University of Findlay,OH,1.0,Not MSI,1894.0,75000.0,19941.0,79764.0,34421.66,137686.64,Ohio,41.05,-83.65,www.findlay.edu/admissions/,3.0,1.0,2.0,3.0,2.0,0.0,62.0,64.0,36.0,0.033097,0.0,0.096927,0.002364,0.174941,0.193853,47331.33333,47331.33333,15751.0,19500.0,14250.0,50723.0,58431.0,47921.5
Arizona State University Campus Immersion,AZ,0.0,HSI,3224.0,75000.0,9689.0,38756.0,25479.02,101916.08,Arizona,33.42,-111.93,https://admission.asu.edu/contact,9.0,1.0,8.0,4.0,26.0,0.0,46.0,50.0,50.0,0.099094,0.00561,0.041368,0.058064,0.058672,0.211031,24622.66667,42712.66667,8920.0,12100.0,16000.0,55339.0,56704.0,47921.5
Minot State University,ND,1.0,Not MSI,1620.0,75000.0,7064.0,28256.0,21166.86,84667.44,North Dakota,48.25,-101.3,www.minotstateu.edu/enroll/,23.0,2.0,1.0,3.0,8.0,0.0,69.0,64.0,36.0,0.023669,0.04142,0.175542,0.001972,0.167653,0.197239,17083.33333,17083.33333,9659.0,11899.0,14025.0,45829.0,45152.0,47921.5
University of Mary,ND,1.0,Not MSI,1620.0,75000.0,10153.0,40612.0,24255.86,97023.44,North Dakota,46.72,-100.75,https://www.umary.edu/admissions,13.0,1.0,1.0,2.0,0.0,0.0,79.0,59.0,41.0,0.063636,0.036364,0.085455,0.007273,0.249091,0.178182,30542.0,30542.0,15267.0,18000.0,18750.0,54493.0,57614.0,47921.5
Troy University,AL,1.0,Not MSI,1936.0,75000.0,11484.0,45936.0,24722.57,98890.28,Alabama,31.8,-85.96,www.troy.edu/applications-admissions/index.html,35.0,0.0,1.0,32.0,4.0,0.0,53.0,65.0,35.0,0.058899,0.00043,0.058469,0.05546,0.076096,0.226999,21358.33333,30670.33333,12287.0,15000.0,17495.0,39193.0,39455.0,47921.5
University of North Dakota,ND,1.0,Not MSI,1620.0,75000.0,14225.0,56900.0,28327.86,113311.44,North Dakota,47.92,-97.07,https://und.edu/admissions/,20.0,1.0,2.0,2.0,5.0,0.0,77.0,43.0,57.0,0.122288,0.048817,0.055227,0.040434,0.130671,0.132643,21456.66667,25897.66667,11298.0,16174.0,13359.0,57301.0,56873.0,47921.5
Mayville State University,ND,1.0,Not MSI,1620.0,75000.0,10276.0,41104.0,24378.86,97515.44,North Dakota,47.51,-97.32,https://www.mayvillestate.edu/prospective-students/admissions/,26.0,1.0,0.0,5.0,5.0,0.0,80.0,59.0,41.0,0.048889,0.111111,0.302222,0.013333,0.191111,0.164444,17692.0,20826.0,9961.0,12000.0,10929.0,42340.0,41783.0,47921.5
Northern Arizona University,AZ,0.0,HSI,3224.0,75000.0,8136.0,32544.0,23926.02,95704.08,Arizona,35.19,-111.65,https://nau.edu/admissions/,16.0,3.0,2.0,3.0,26.0,0.0,55.0,63.0,37.0,0.077767,0.080026,0.084866,0.071475,0.14908,0.16231,24933.33333,39679.33333,10836.0,12000.0,13739.0,47031.0,46888.0,47921.5
Hiram College,OH,1.0,Not MSI,1894.0,75000.0,15933.0,63732.0,30413.66,121654.64,Ohio,41.31,-81.14,www.hiram.edu/admissions-aid/,5.0,0.0,1.0,8.0,5.0,0.0,32.0,55.0,45.0,0.197044,0.0,0.08867,0.073892,0.098522,0.29064,35967.33333,35967.33333,15284.0,18000.0,16752.0,48040.0,49909.0,47921.5
Heidelberg University,OH,1.0,Not MSI,1894.0,75000.0,15079.0,60316.0,29559.66,118238.64,Ohio,41.11,-83.17,https://www.heidelberg.edu/admission-aid,2.0,0.0,0.0,9.0,4.0,0.0,79.0,49.0,51.0,0.060773,0.0,0.088398,0.082873,0.132597,0.198895,42540.0,42540.0,16895.0,20500.0,21893.0,45424.0,40248.0,47921.5
University of Jamestown,ND,1.0,Not MSI,1620.0,75000.0,15774.0,63096.0,29876.86,119507.44,North Dakota,46.91,-98.7, ,3.0,1.0,1.0,4.0,10.0,1.0,74.0,43.0,57.0,0.051948,0.0,0.11039,0.025974,0.12987,0.214286,33542.0,33542.0,15860.0,17156.0,12500.0,49304.0,43731.0,47921.5
Dickinson State University,ND,1.0,Not MSI,1620.0,75000.0,9549.0,38196.0,23651.86,94607.44,North Dakota,46.88,-102.8,www.dickinsonstate.edu/admissions,18.0,1.0,1.0,4.0,7.0,0.0,76.0,57.0,43.0,0.054167,0.0,0.145833,0.008333,0.079167,0.416667,17822.0,19642.0,12756.0,12000.0,15564.0,48944.0,45811.0,47921.5
Embry-Riddle Aeronautical University-Prescott,AZ,1.0,Not MSI,3224.0,75000.0,31869.0,127476.0,47659.02,190636.08,Arizona,34.62,-112.45,prescott.erau.edu/admissions,6.0,1.0,6.0,2.0,15.0,0.0,59.0,27.0,73.0,0.344771,0.0,0.0,0.133987,0.0,0.050654,53790.66667,53790.66667,33195.0,16500.0,12500.0,77319.0,78214.0,47921.5
University of Arizona,AZ,0.0,HSI,3224.0,75000.0,9422.0,37688.0,25212.02,100848.08,Arizona,32.23,-110.95,https://www.arizona.edu/admissions,14.0,1.0,5.0,4.0,28.0,0.0,49.0,56.0,44.0,0.095453,0.002651,0.037651,0.064165,0.077953,0.149012,26019.33333,50541.33333,11237.0,14000.0,16500.0,55622.0,53631.0,47921.5
Alaska Pacific University,AK,0.0,ANNHI,3677.0,75000.0,13143.0,52572.0,32571.3,130285.2,Alaska,61.19,-149.8,www.alaskapacific.edu/admissions/,56.0,23.0,5.0,3.0,10.0,1.0,32.0,78.0,22.0,0.019231,0.019231,0.0,0.0,0.115385,0.269231,34970.0,34970.0,20463.0,12892.0,13255.0,43778.0,55057.0,47921.5
Grand Canyon University,AZ,1.0,Not MSI,3224.0,75000.0,15962.0,63848.0,31752.02,127008.08,Arizona,33.51,-112.13,https://www.gcu.edu/admissions,53.0,1.0,3.0,15.0,23.0,1.0,48.0,71.0,29.0,0.021124,0.0,0.12689,0.008449,0.409873,0.169582,29500.0,29500.0,17858.0,12000.0,12500.0,42363.0,39315.0,47921.5
Prescott College,AZ,1.0,Not MSI,3224.0,75000.0,25191.0,100764.0,40981.02,163924.08,Arizona,34.55,-112.48,https://www.prescott.edu/admissions,31.0,2.0,2.0,3.0,5.0,0.0,67.0,66.0,34.0,0.0,0.039683,0.142857,0.095238,0.0,0.02381,43536.0,43536.0,7851.0,10000.0,14750.0,35003.0,37277.0,47921.5
Wingate University,NC,1.0,Not MSI,1889.0,75000.0,16464.0,65856.0,31601.93,126407.72,North Carolina,34.99,-80.44,https://www.wingate.edu/admissions,3.0,0.0,2.0,24.0,7.0,0.0,47.0,59.0,41.0,0.139925,0.0,0.106343,0.020522,0.059701,0.171642,53986.66667,53986.66667,15556.0,12000.0,18609.0,46208.0,46555.0,47921.5
Arizona Christian University,AZ,0.0,HSI,3224.0,75000.0,26644.0,106576.0,42434.02,169736.08,Arizona,33.62,-112.18,arizonachristian.edu/admissions/,11.0,1.0,1.0,10.0,27.0,1.0,47.0,39.0,61.0,0.095238,0.0,0.166667,0.087302,0.0,0.325397,45757.33333,45757.33333,27563.0,6500.0,10374.0,38630.0,34539.0,47921.5
John Carroll University,OH,1.0,Not MSI,1894.0,75000.0,19246.0,76984.0,33726.66,134906.64,Ohio,41.49,-81.53,jcu.edu/admission,1.0,0.0,3.0,4.0,4.0,0.0,85.0,45.0,55.0,0.108527,0.0,0.049612,0.106977,0.0,0.294574,58056.0,58056.0,20983.0,23075.0,20500.0,60503.0,49437.0,47921.5
Winston-Salem State University,NC,0.0,HBCU,1889.0,75000.0,12043.0,48172.0,27180.93,108723.72,North Carolina,36.09,-80.23,www.wssu.edu/admissions/index.html,16.0,0.0,1.0,78.0,4.0,0.0,7.0,76.0,24.0,0.080366,0.046796,0.040692,0.025432,0.435402,0.068159,19143.33333,29799.33333,11218.0,18500.0,17234.0,37696.0,43190.0,47921.5
Western Carolina University,NC,1.0,Not MSI,1889.0,75000.0,9460.0,37840.0,24597.93,98391.72,North Carolina,35.31,-83.19,www.wcu.edu/apply/index.aspx,21.0,1.0,1.0,6.0,8.0,0.0,77.0,56.0,44.0,0.05092,0.002995,0.078733,0.035088,0.195122,0.200257,15429.33333,19429.33333,8951.0,16061.0,14300.0,43095.0,44966.0,47921.5
University of Central Arkansas,AR,1.0,Not MSI,1953.0,75000.0,11733.0,46932.0,26037.7,104150.8,Arkansas,35.08,-92.46,uca.edu/admissions,8.0,0.0,2.0,16.0,6.0,0.0,66.0,61.0,39.0,0.057034,0.015209,0.086366,0.067898,0.208582,0.16893,22093.0,28963.0,12358.0,13000.0,15632.0,42821.0,41046.0,47921.5
University of Arkansas at Monticello,AR,1.0,Not MSI,1953.0,75000.0,9476.0,37904.0,23780.7,95122.8,Arkansas,33.59,-91.81,www.uamont.edu/admissions/index.html,19.0,0.0,1.0,28.0,7.0,0.0,53.0,58.0,42.0,0.045326,0.073654,0.167139,0.022663,0.056657,0.186969,18719.0,24569.0,11509.0,9000.0,9500.0,36417.0,26451.0,27937.0
Kent State University at Kent,OH,1.0,Not MSI,1894.0,75000.0,13147.0,52588.0,27627.66,110510.64,Ohio,41.15,-81.34,www.kent.edu/admissions,9.0,0.0,2.0,9.0,4.0,0.0,75.0,62.0,38.0,0.044863,0.024835,0.082516,0.034048,0.162828,0.224915,25159.33333,34035.33333,13323.0,17260.0,19002.0,44242.0,36641.0,47921.5
University of Arkansas at Little Rock,AR,1.0,Not MSI,1953.0,75000.0,12716.0,50864.0,27020.7,108082.8,Arkansas,34.72,-92.34,ualr.edu/admissions/,37.0,1.0,2.0,23.0,3.0,0.0,54.0,63.0,37.0,0.060806,0.035165,0.046154,0.040293,0.188278,0.156044,22953.33333,33544.33333,14093.0,12000.0,15750.0,38950.0,41700.0,47921.5
University of Arkansas at Pine Bluff,AR,0.0,HBCU,1953.0,75000.0,9240.0,36960.0,23544.7,94178.8,Arkansas,34.24,-92.02,www.uapb.edu/admissions.aspx,9.0,1.0,0.0,90.0,2.0,0.0,3.0,59.0,41.0,0.118132,0.098901,0.120879,0.043956,0.076923,0.129121,18304.66667,25174.66667,10141.0,15250.0,14750.0,32328.0,28248.0,47921.5
Lyon College,AR,1.0,Not MSI,1953.0,75000.0,17059.0,68236.0,31363.7,125454.8,Arkansas,35.78,-91.63,www.lyon.edu/admission,3.0,1.0,2.0,6.0,9.0,0.0,57.0,41.0,59.0,0.152778,0.0,0.034722,0.145833,0.0,0.215278,41800.66667,41800.66667,8087.0,9550.0,9500.0,45122.0,32911.0,47921.5
Arkansas Baptist College,AR,0.0,HBCU,1953.0,75000.0,13424.0,53696.0,27728.7,110914.8,Arkansas,34.73,-92.29,https://www.arkansasbaptist.edu/admissions/,18.0,0.0,0.0,80.0,3.0,1.0,8.0,22.0,78.0,0.0,0.0,0.0,0.0,0.0,0.5,19769.33333,19769.33333,13614.0,8250.0,19000.0,29645.0,23788.0,36041.0
Henderson State University,AR,1.0,Not MSI,1953.0,75000.0,13926.0,55704.0,28230.7,112922.8,Arkansas,34.13,-93.06,https://www.hsu.edu/pages/future-students/admissions/,11.0,0.0,2.0,17.0,6.0,1.0,65.0,53.0,47.0,0.02988,0.061753,0.133466,0.039841,0.151394,0.155378,23770.66667,25978.66667,14948.0,10216.0,16000.0,39257.0,37834.0,47921.5
Harding University,AR,1.0,Not MSI,1953.0,75000.0,13028.0,52112.0,27332.7,109330.8,Arkansas,35.25,-91.73,www.harding.edu/admissions/,4.0,0.0,1.0,5.0,4.0,0.0,78.0,56.0,44.0,0.061343,0.042824,0.126157,0.005787,0.119213,0.172454,31965.33333,31965.33333,15517.0,21601.0,18750.0,47624.0,46868.0,47921.5
Kettering College,OH,1.0,Not MSI,1894.0,75000.0,10321.0,41284.0,24801.66,99206.64,Ohio,39.7,-84.19,kc.edu/Admissions/,29.0,0.0,4.0,9.0,1.0,1.0,72.0,84.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,29256.66667,29256.66667,13940.0,19197.0,25000.0,56381.0,62083.0,47921.5
Lake Erie College,OH,1.0,Not MSI,1894.0,75000.0,15238.0,60952.0,29718.66,118874.64,Ohio,41.72,-81.25,www.lec.edu/admissions,5.0,1.0,1.0,14.0,7.0,0.0,64.0,46.0,54.0,0.087591,0.0,0.109489,0.007299,0.014599,0.350365,47729.33333,47729.33333,16884.0,13250.0,12500.0,45244.0,36244.0,47921.5
Arkansas State University,AR,1.0,Not MSI,1953.0,75000.0,8592.0,34368.0,22896.7,91586.8,Arkansas,35.84,-90.68,www.astate.edu/admissions,19.0,0.0,1.0,13.0,4.0,0.0,72.0,62.0,38.0,0.039776,0.115406,0.079552,0.060504,0.17591,0.1507,19871.33333,25439.33333,10730.0,14597.0,16965.0,38569.0,34966.0,47921.5
Arkansas Tech University,AR,1.0,Not MSI,1953.0,75000.0,7049.0,28196.0,21353.7,85414.8,Arkansas,35.29,-93.14,www.atu.edu/admissions/,14.0,1.0,2.0,6.0,10.0,0.0,75.0,56.0,44.0,0.076019,0.0,0.126176,0.025078,0.138715,0.146552,20653.33333,26389.33333,10738.0,10500.0,16000.0,39615.0,34700.0,47921.5
University of Arkansas,AR,1.0,Not MSI,1953.0,75000.0,11879.0,47516.0,26183.7,104734.8,Arkansas,36.07,-94.18,https://admissions.uark.edu/,8.0,1.0,3.0,4.0,10.0,0.0,74.0,56.0,44.0,0.108527,0.0,0.02647,0.037058,0.097372,0.273019,22997.33333,39813.33333,10914.0,15000.0,16672.0,52924.0,44265.0,47921.5
St. Andrews University,NC,1.0,Not MSI,1889.0,75000.0,27953.0,111812.0,43090.93,172363.72,North Carolina,34.75,-79.48, ,18.0,2.0,1.0,26.0,9.0,0.0,31.0,54.0,46.0,0.059406,0.0,0.227723,0.0,0.0,0.316832,44194.66667,44194.66667,36436.0,8750.0,9508.0,42614.0,41167.0,47921.5
Shaw University,NC,0.0,HBCU,1889.0,75000.0,12685.0,50740.0,27822.93,111291.72,North Carolina,35.77,-78.64,www.shawu.edu/Admissions/,17.0,0.0,2.0,62.0,3.0,0.0,2.0,57.0,43.0,0.065868,0.0,0.05988,0.071856,0.0,0.203593,27391.33333,27391.33333,14250.0,15000.0,25250.0,32543.0,32726.0,47921.5
University of Mount Union,OH,1.0,Not MSI,1894.0,75000.0,16581.0,66324.0,31061.66,124246.64,Ohio,40.91,-81.11,www.mountunion.edu/admission,1.0,0.0,1.0,6.0,3.0,0.0,78.0,49.0,51.0,0.08399,0.0,0.146982,0.031496,0.081365,0.178478,42843.33333,42843.33333,19754.0,20075.0,13000.0,50321.0,40115.0,47921.5
Philander Smith College,AR,0.0,HBCU,1953.0,75000.0,9592.0,38368.0,23896.7,95586.8,Arkansas,34.74,-92.28,https://www.philander.edu/admissions/,15.0,0.0,0.0,90.0,1.0,1.0,0.0,64.0,36.0,0.157534,0.013699,0.041096,0.089041,0.0,0.205479,25724.0,25724.0,14843.0,12000.0,14750.0,36007.0,31619.0,47921.5
Lourdes University,OH,1.0,Not MSI,1894.0,75000.0,16985.0,67940.0,31465.66,125862.64,Ohio,41.71,-83.71,www.lourdes.edu/admissions,13.0,1.0,1.0,11.0,1.0,0.0,78.0,58.0,42.0,0.05618,0.0,0.044944,0.011236,0.41573,0.219101,38105.66667,38105.66667,14770.0,19750.0,22614.0,40806.0,41007.0,47921.5
Malone University,OH,1.0,Not MSI,1894.0,75000.0,18371.0,73484.0,32851.66,131406.64,Ohio,40.83,-81.38,https://www.malone.edu/admissions-aid/,11.0,0.0,2.0,6.0,3.0,0.0,74.0,59.0,41.0,0.067416,0.011236,0.082397,0.018727,0.164794,0.29588,44166.66667,44166.66667,15479.0,18000.0,17565.0,42679.0,58532.0,47921.5
John Brown University,AR,1.0,Not MSI,1953.0,75000.0,13573.0,54292.0,27877.7,111510.8,Arkansas,36.19,-94.56,https://www.jbu.edu/admissions/,9.0,1.0,2.0,2.0,7.0,0.0,72.0,59.0,41.0,0.075718,0.031332,0.041775,0.015666,0.073107,0.227154,36592.0,36592.0,16289.0,18000.0,17801.0,49010.0,55062.0,47921.5
Marietta College,OH,1.0,Not MSI,1894.0,75000.0,13001.0,52004.0,27481.66,109926.64,Ohio,39.42,-81.45,https://www.marietta.edu/future-students,3.0,0.0,1.0,4.0,2.0,0.0,82.0,49.0,51.0,0.203488,0.0,0.093023,0.063953,0.081395,0.215116,46036.0,46036.0,15536.0,13000.0,22000.0,48514.0,36455.0,47921.5
